query_id,class,representative_id,representative_index,alignment_score,alignment_length,identities,identity_percent
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A840LF70|unreviewed|nitrate,177,4834.0,1346,868,64.48736998514116
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A132F7V2|unreviewed|nitrate,178,4844.0,1350,869,64.37037037037037
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A1A9S122|unreviewed|nitrate,179,4970.0,1311,884,67.42944317315028
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0AAP9XVV0|unreviewed|nitrate,180,4729.0,1356,849,62.61061946902655
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A0Q9CLR9|unreviewed|nitrate,181,4940.0,1346,887,65.89895988112927
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A3P2A5D6|unreviewed|nitrate,182,5284.0,1301,945,72.63643351268256
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A3P0NKL2|unreviewed|nitrate,183,4837.0,1343,864,64.33358153387937
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A2S5LUK5|unreviewed|nitrate,184,4386.0,1374,792,57.64192139737992
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A495I3X2|unreviewed|nitrate,185,4932.0,1348,886,65.72700296735906
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A4G5N2|unreviewed|nitrate,186,6173.0,1255,1127,89.80079681274901
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A2S5DBW4|unreviewed|nitrate,187,5527.0,1288,999,77.56211180124224
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A2A7SI60|unreviewed|nitrate,188,4765.0,1351,855,63.28645447816432
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A158KR99|unreviewed|nitrate,189,4836.0,1363,872,63.97652237710931
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A7W2EIK9|unreviewed|nitrate,190,6138.0,1249,1117,89.43154523618895
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A7X4HGR3|unreviewed|nitrate,191,6104.0,1255,1109,88.36653386454184
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A543LM18|unreviewed|nitrate,192,4924.0,1343,883,65.74832464631423
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A6I3S3H8|unreviewed|nitrate,193,4069.0,1390,728,52.37410071942447
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A1B6W057|unreviewed|nitrate,194,4990.0,1310,888,67.78625954198473
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A349L2Q8|unreviewed|4Fe-4S,195,3407.0,1239,708,57.14285714285714
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A1F4B3H5|unreviewed|nitrate,196,3409.0,1443,639,44.28274428274428
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A1E4PUQ2|unreviewed|nitrate,197,4655.0,1359,849,62.47240618101545
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A1F8VF19|unreviewed|nitrate,198,4883.0,1350,882,65.33333333333333
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A6P1IYK2|unreviewed|nitrate,199,4915.0,1361,885,65.02571638501102
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,Q3JMC2|unreviewed|nitrate,200,4789.0,1354,866,63.95864106351551
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A935JG78|unreviewed|nitrate,201,4891.0,1357,879,64.77523949889462
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A375HKU3|unreviewed|nitrate,202,5494.0,1288,988,76.70807453416148
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A2A4C3J0|unreviewed|nitrate,203,4839.0,1346,866,64.33878157503715
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A0A1VIK0|unreviewed|nitrate,204,4837.0,1351,868,64.24870466321244
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A3S2UP19|unreviewed|nitrate,205,4847.0,1367,877,64.15508412582297
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,F3QJK1|unreviewed|nitrate,206,4060.0,1399,731,52.251608291636884
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A9D9QLT4|unreviewed|nitrate,207,4901.0,1337,878,65.66940912490651
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A892IGW0|unreviewed|nitrate,208,4805.0,1362,868,63.729809104258436
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A5E4YHF4|unreviewed|nitrate,209,4791.0,1340,851,63.50746268656716
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A1S8FLK0|unreviewed|nitrate,210,4893.0,1356,876,64.60176991150442
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A3P0MQP7|unreviewed|nitrate,211,4857.0,1347,871,64.66221232368225
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A060NTW2|unreviewed|nitrate,212,4888.0,1363,882,64.71019809244314
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A9N8QZB6|unreviewed|nitrate,213,4827.0,1364,868,63.63636363636363
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A2T3XQY4|unreviewed|nitrate,214,4831.0,1341,866,64.5786726323639
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A9D9WWK9|unreviewed|nitrate,215,4865.0,1364,879,64.44281524926686
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A3D8K2B6|unreviewed|nitrate,216,4879.0,1341,873,65.1006711409396
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A388SDN2|unreviewed|nitrate,217,3817.0,1409,689,48.89992902767921
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A1H3YBQ3|unreviewed|nitrate,218,4938.0,1347,886,65.77579806978471
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A931ITX3|unreviewed|nitrate,219,4845.0,1357,871,64.18570375829034
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A2N7W2K6|unreviewed|nitrate,220,4840.0,1352,866,64.05325443786982
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A2D2DPU9|unreviewed|nitrate,221,6203.0,1253,1136,90.66241021548284
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A2S7JJA9|unreviewed|nitrate,222,4851.0,1355,876,64.64944649446494
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A0S8DE33|unreviewed|nitrate,223,5012.0,1328,895,67.39457831325302
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0AA95SUK9|unreviewed|nitrate,224,4879.0,1349,880,65.23350630096367
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A259RVZ9|unreviewed|nitrate,225,4778.0,1359,865,63.64974245768947
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0AAP5QG90|unreviewed|nitrate,226,4895.0,1352,880,65.08875739644971
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A5C7G2Y9|unreviewed|nitrate,227,5926.0,1280,1078,84.21875
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A378XGK6|unreviewed|nitrate,228,5201.0,1295,928,71.66023166023166
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A0C1EKF5|unreviewed|nitrate,229,4995.0,1311,892,68.03966437833715
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A127JXR3|unreviewed|4Fe-4S,230,4782.0,1376,859,62.42732558139535
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A0Q6WPQ7|unreviewed|nitrate,231,4813.0,1358,867,63.84388807069219
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A261RHL7|unreviewed|nitrate,232,4779.0,1345,850,63.19702602230484
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A6S7A469|unreviewed|nitrate,233,5450.0,1290,979,75.89147286821706
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A2R4XN50|unreviewed|nitrate,234,4896.0,1358,885,65.16936671575847
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0AAX0I5V5|unreviewed|nitrate,235,6005.0,1254,1096,87.40031897926634
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0AAJ0PV73|unreviewed|nitrate,236,5462.0,1300,992,76.3076923076923
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A8J7FPQ8|unreviewed|nitrate,237,5461.0,1290,998,77.36434108527132
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A315EK76|unreviewed|nitrate,238,4859.0,1355,877,64.72324723247233
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A7W2F963|unreviewed|nitrate,239,6123.0,1252,1114,88.9776357827476
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A853T1F0|unreviewed|nitrate,240,5986.0,1256,1091,86.86305732484077
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A2G6T4R8|unreviewed|nitrate,241,4948.0,1350,891,66.0
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A5C8NZ89|unreviewed|nitrate,242,4937.0,1328,888,66.86746987951807
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A261T0P9|unreviewed|nitrate,243,5406.0,1300,972,74.76923076923076
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A1A8XY49|unreviewed|Nitrate,244,2103.0,1278,474,37.08920187793427
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A9Q9UTL8|unreviewed|nitrate,245,4812.0,1354,860,63.515509601181684
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A935T804|unreviewed|nitrate,246,4904.0,1351,883,65.35899333826795
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A1X7EM73|unreviewed|nitrate,247,4814.0,1355,858,63.321033210332104
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A261V6R5|unreviewed|nitrate,248,5422.0,1291,974,75.44539116963594
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A3N7FM70|unreviewed|nitrate,249,4948.0,1350,891,66.0
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0ABD4YM71|unreviewed|Nitrate,250,5467.0,1289,984,76.33824670287044
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A2S0N001|unreviewed|nitrate,251,4876.0,1360,872,64.11764705882354
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A157SF65|unreviewed|nitrate,252,5145.0,1305,928,71.11111111111111
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A1F4CNR0|unreviewed|4Fe-4S,253,3182.0,1471,600,40.78857919782461
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A085FTZ6|unreviewed|nitrate,254,5916.0,1296,1079,83.25617283950618
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A7Z7MUF9|unreviewed|nitrate,255,4449.0,1374,805,58.58806404657933
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A411WXS0|unreviewed|nitrate,256,6051.0,1260,1099,87.22222222222223
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A5C1DCF5|unreviewed|nitrate,257,5542.0,1288,1001,77.71739130434783
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0AAX1X518|unreviewed|nitrate,258,5472.0,1295,992,76.6023166023166
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A1M6INP3|unreviewed|nitrate,259,4859.0,1364,873,64.00293255131965
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A522K968|unreviewed|nitrate,260,4511.0,1351,806,59.65951147298297
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A1Q3R7Z6|unreviewed|nitrate,261,4812.0,1350,864,64.0
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A7Y6QPM7|unreviewed|nitrate,262,5940.0,1255,1063,84.7011952191235
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A2P8KQ98|unreviewed|nitrate,263,4924.0,1354,887,65.50960118168389
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A238D612|unreviewed|nitrate,264,3441.0,1445,642,44.42906574394463
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A1TJX6|unreviewed|nitrate,265,4868.0,1357,877,64.62785556374355
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A368L6Y8|unreviewed|nitrate,266,5414.0,1316,979,74.3920972644377
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A227KRB4|unreviewed|nitrate,267,4029.0,1400,724,51.714285714285715
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A1I1VFA0|unreviewed|nitrate,268,4855.0,1356,877,64.67551622418878
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A7W5BCK5|unreviewed|nitrate,269,5935.0,1255,1060,84.4621513944223
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,Q7NV03|unreviewed|nitrate,270,5532.0,1280,998,77.96875
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A3N7ZB46|unreviewed|nitrate,271,4822.0,1345,865,64.31226765799256
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A1L1PC54|unreviewed|nitrate,272,4880.0,1363,881,64.63683052090975
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,B2JWA4|unreviewed|nitrate,273,4745.0,1352,851,62.94378698224852
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0AAW4I1M3|unreviewed|nitrate,274,4929.0,1347,885,65.70155902004454
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A6P2XBT9|unreviewed|nitrate,275,4813.0,1348,859,63.724035608308604
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A941DDD4|unreviewed|nitrate,276,5489.0,1286,991,77.06065318818041
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A2N5C519|unreviewed|nitrate,277,5516.0,1302,996,76.49769585253456
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A855FQB8|unreviewed|nitrate,278,5238.0,1303,951,72.98541826554106
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A4R3UXL0|unreviewed|nitrate,279,4808.0,1357,870,64.1120117907148
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A401JBQ2|unreviewed|nitrate,280,5445.0,1297,989,76.25289128758675
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A497V4J5|unreviewed|nitrate,281,4932.0,1352,886,65.53254437869822
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A2M8EEG8|unreviewed|Molybdopterin,282,2666.0,1313,554,42.19345011424219
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A4D4JW14|unreviewed|nitrate,283,4944.0,1347,889,65.9985152190052
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A2H5DV85|unreviewed|nitrate,284,5529.0,1292,1004,77.70897832817337
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A0H2WH95|unreviewed|nitrate,285,5465.0,1302,992,76.19047619047619
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A1G6P2N5|unreviewed|nitrate,286,5475.0,1290,985,76.35658914728683
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A1D2SE40|unreviewed|nitrate,287,4820.0,1363,868,63.68305209097579
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A840MK79|unreviewed|nitrate,288,5460.0,1284,983,76.5576323987539
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A975ZC69|unreviewed|nitrate,289,4908.0,1349,881,65.30763528539659
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A9D7E118|unreviewed|nitrate,290,4807.0,1357,867,63.890935887988206
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A6G8AD59|unreviewed|nitrate,291,4873.0,1352,872,64.49704142011834
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A142JUW5|unreviewed|nitrate,292,5487.0,1293,988,76.41144624903326
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A258NDP5|unreviewed|nitrate,293,4919.0,1349,883,65.45589325426242
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A1F4MNE7|unreviewed|nitrate,294,4920.0,1360,892,65.58823529411765
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A9D7FC88|unreviewed|nitrate,295,4886.0,1375,878,63.85454545454545
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A2U2HEA8|unreviewed|nitrate,296,6188.0,1252,1133,90.49520766773162
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A1F4KHA2|unreviewed|nitrate,297,4942.0,1351,890,65.87712805329386
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A6A7MUC0|unreviewed|nitrate,298,6086.0,1259,1115,88.56235107227958
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A1G3CTY9|unreviewed|nitrate,299,4886.0,1344,874,65.02976190476191
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A4S4ATP6|unreviewed|nitrate,300,4404.0,1374,788,57.35080058224163
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,F8GTD6|unreviewed|nitrate,301,5528.0,1289,997,77.3467804499612
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A6M4A3H4|unreviewed|nitrate,302,5470.0,1297,990,76.32999228989978
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0AAQ0CWI0|unreviewed|nitrate,303,4802.0,1344,859,63.913690476190474
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,B2U9L4|unreviewed|nitrate,304,4824.0,1339,864,64.52576549663928
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A6S6XT89|unreviewed|nitrate,305,4449.0,1378,802,58.20029027576198
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,B1G0C2|unreviewed|4Fe-4S,306,3923.0,1339,738,55.11575802837939
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A6H9XZ77|unreviewed|nitrate,307,5299.0,1305,956,73.25670498084291
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A3S9HQ38|unreviewed|nitrate,308,5478.0,1293,991,76.64346481051817
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A892ZEB0|unreviewed|nitrate,309,5149.0,1287,919,71.4063714063714
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A3L9YIZ2|unreviewed|nitrate,310,4936.0,1348,889,65.94955489614243
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A482IN51|unreviewed|nitrate,311,5488.0,1301,990,76.09531129900077
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A3P1WD31|unreviewed|nitrate,312,5062.0,1309,900,68.75477463712758
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A2SAQ0|unreviewed|nitrate,313,5472.0,1295,992,76.6023166023166
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A653M3N4|unreviewed|nitrate,314,5414.0,1291,976,75.6003098373354
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A1N7SIE0|unreviewed|nitrate,315,4806.0,1365,869,63.66300366300366
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A2N6JD07|unreviewed|nitrate,316,5385.0,1291,966,74.82571649883812
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A1F4I257|unreviewed|nitrate,317,4866.0,1368,883,64.546783625731
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0AAI9PKZ0|unreviewed|nitrate,318,5495.0,1300,992,76.3076923076923
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A0C4YAA4|unreviewed|nitrate,319,5476.0,1286,987,76.74961119751167
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A3M6QCS2|unreviewed|nitrate,320,5061.0,1309,899,68.67838044308633
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A9E0J604|unreviewed|4Fe-4S,321,3514.0,1341,667,49.739000745712154
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A376BVG7|unreviewed|nitrate,322,5229.0,1293,939,72.62180974477958
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A3G2E7H9|unreviewed|nitrate,323,5986.0,1256,1091,86.86305732484077
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A0N7JA80|unreviewed|nitrate,324,4884.0,1360,884,65.0
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A022FWY1|unreviewed|nitrate,325,5512.0,1288,994,77.17391304347827
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0AAE9KZZ4|unreviewed|nitrate,326,5279.0,1297,943,72.70624518118736
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A6P1IGS5|unreviewed|nitrate,327,4907.0,1360,883,64.92647058823529
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A165LMP4|unreviewed|nitrate,328,4960.0,1348,893,66.24629080118694
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A5E4XGU1|unreviewed|nitrate,329,4801.0,1338,851,63.60239162929746
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A3N7JNE3|unreviewed|nitrate,330,4804.0,1353,871,64.37546193643755
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A317RAM9|unreviewed|nitrate,331,4893.0,1354,882,65.14032496307239
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A6S7F3P2|unreviewed|nitrate,332,5454.0,1289,981,76.1055081458495
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A0K1JTV6|unreviewed|nitrate,333,5950.0,1255,1065,84.86055776892431
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A2Z5NA90|unreviewed|nitrate,334,4817.0,1339,861,64.30171769977595
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A0H2LSH3|unreviewed|nitrate,335,4909.0,1349,878,65.08524833209785
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A433SBJ9|unreviewed|nitrate,336,5443.0,1278,978,76.52582159624414
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A255HPN6|unreviewed|nitrate,337,6034.0,1262,1098,87.00475435816165
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,H0FBW5|unreviewed|nitrate,338,5458.0,1288,981,76.16459627329193
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,Q5NYZ4|unreviewed|nitrate,339,4389.0,1383,791,57.1945046999277
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A1E4L5D1|unreviewed|4Fe-4S,340,4367.0,1384,792,57.22543352601156
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A329BDG8|unreviewed|nitrate,341,5610.0,1280,1012,79.0625
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A947HVU4|unreviewed|4Fe-4S,342,1996.0,1318,468,35.50834597875569
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0AAE9I5C2|unreviewed|nitrate,343,5426.0,1291,977,75.67776917118513
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A2U1AGC9|unreviewed|nitrate,344,4798.0,1371,873,63.67614879649891
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A0Q7HR84|unreviewed|nitrate,345,4896.0,1342,872,64.97764530551416
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A2M7FUA1|unreviewed|Nitrate,346,3324.0,1323,652,49.28193499622071
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A916DHC8|unreviewed|nitrate,347,4359.0,1374,786,57.20524017467249
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A1H4HE22|unreviewed|nitrate,348,4837.0,1366,876,64.12884333821376
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A4R6QJ98|unreviewed|nitrate,349,4871.0,1349,881,65.30763528539659
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A1F4BFI1|unreviewed|nitrate,350,4884.0,1367,884,64.66715435259692
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A125A8Q9|unreviewed|nitrate,351,4838.0,1348,869,64.46587537091987
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,D8IQK6|unreviewed|nitrate,352,5327.0,1296,961,74.15123456790124
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A0K6I8G5|unreviewed|nitrate,353,4777.0,1362,859,63.06901615271659
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,I2DY33|unreviewed|nitrate,354,4816.0,1345,861,64.01486988847583
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0AA90SYS3|unreviewed|nitrate,355,6194.0,1252,1133,90.49520766773162
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A1H5UX95|unreviewed|nitrate,356,4423.0,1377,791,57.44371822803195
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A7Z2JA86|unreviewed|nitrate,357,4805.0,1359,869,63.944076526857984
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0AA37I707|unreviewed|nitrate,358,5404.0,1291,979,75.83268783888458
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A3D5YSM7|unreviewed|nitrate,359,4402.0,1359,785,57.76306107431935
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A158BVN7|unreviewed|nitrate,360,5383.0,1294,976,75.42503863987635
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A6P2FA04|unreviewed|nitrate,361,4888.0,1342,881,65.64828614008943
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A9E0PGP2|unreviewed|nitrate,362,4861.0,1354,869,64.18020679468242
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A1H3A9B8|unreviewed|nitrate,363,4868.0,1353,876,64.7450110864745
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A226WRW5|unreviewed|nitrate,364,5423.0,1296,983,75.84876543209876
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0AAX1WY18|unreviewed|nitrate,365,4887.0,1349,875,64.86286137879911
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A9Q7V392|unreviewed|nitrate,366,5505.0,1291,991,76.76219984508134
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,D5X5C9|unreviewed|nitrate,367,4803.0,1364,868,63.63636363636363
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0AAJ1ZEI0|unreviewed|nitrate,368,5418.0,1285,978,76.10894941634241
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A1B3PNT7|unreviewed|nitrate,369,4915.0,1347,882,65.47884187082406
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A2N2RF53|unreviewed|nitrate,370,4903.0,1353,882,65.18847006651885
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A1V2VR39|unreviewed|nitrate,371,4815.0,1341,858,63.982102908277405
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A480B0I0|unreviewed|nitrate,372,4869.0,1362,878,64.4640234948605
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A658BIC8|unreviewed|nitrate,373,4391.0,1377,799,58.0246913580247
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A2P1NGR6|unreviewed|nitrate,374,4897.0,1355,881,65.01845018450184
Soil11.scaffold_587233302_c1_1,Betaproteobacteria,A0A4R3XUD1|unreviewed|nitrate,375,5404.0,1300,981,75.46153846153845
