Unnamed: 0,seqid,from_soil,Up0,Up1,Up2,Up3,Up4,Up5,Up6,Up7,Up8,Up9,Up10,Up11,id,status,prot_name,taxidstr,taxid,scientific_name,rank,superkingdom,kingdom,phylum,class,order,family,genus,species,full_lineage,group4,group8,ra_inf_g4,ra_inf_g8,dnra_pathway_present,denitrifier_pathway_present,metabolic_potential,genes_found_dnra,genes_found_denitrifier
996,A0A401UY84|unreviewed|nitrate,False,-0.0686789057644303,-0.0046994826611698,-0.0147317890831954,-0.0187529628520801,0.0058265070615529,0.0043058279695311,0.0225747563829802,0.0030214888671731,-0.0120164176305392,-0.0098538837557548,0.0169743384263311,-0.0093998269889198,A0A401UY84,unreviewed,nitrate reductase (quinone),taxID:2071633,2071633.0,Cellulomonas algicola,species,,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas algicola,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Cellulomonadaceae; Cellulomonas,,,,,True,False,dnra,nirB,
997,A0A6C0FDW5|unreviewed|nitrate,False,-0.0686750437069885,-0.0046872738152595,-0.014728731864759,-0.0187504540283134,0.005843604615763,0.0043011285173925,0.0225718335931344,0.0030680136535955,-0.012013814000461,-0.0098647576411505,0.0169609395722392,-0.0094043042657545,A0A6C0FDW5,unreviewed,nitrate reductase (quinone),taxID:2704467,2704467.0,Cellulomonas sp. H30R-01,species,,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas sp. H30R-01,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Cellulomonadaceae; Cellulomonas; unclassified Cellulomonas,,,,,True,False,dnra,nirB,
998,A0A4T0UUS9|unreviewed|nitrate,False,-0.0703012122701002,-0.0045138690122324,-0.0112155341241104,-0.0187880571154502,0.0064049582598092,0.0022887579488546,0.0214105022339631,0.0020470396393492,-0.0094039138939132,-0.0074142312295236,0.0143394630501526,-0.0090181053273606,A0A4T0UUS9,unreviewed,nitrate reductase (quinone),taxID:2569761,2569761.0,Nocardioides sp. GY 10113,species,,Bacillati,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. GY 10113,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales; Nocardioidaceae; Nocardioides; unclassified Nocardioides,,,,,True,False,dnra,nirB,
999,A0A8I0EUU1|unreviewed|Nitrate,False,-0.0694873495765772,-0.0044778403509674,-0.0122978571606505,-0.0186178681878235,0.0055652048545675,0.003355258353193,0.0218231751352004,0.00307123746026,-0.0088107657669843,-0.0116688049601142,0.0137075748410296,-0.0103205541023578,A0A8I0EUU1,unreviewed,nitrate reductase alpha subunit,taxID:2663859,2663859.0,Aeromicrobium senzhongii,species,,Bacillati,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Aeromicrobium senzhongii,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales; Nocardioidaceae; Aeromicrobium,,,,,False,False,neither,,
1000,A0A512HW36|unreviewed|nitrate,False,-0.0694557687634823,-0.0055359577070786,-0.0120785940605294,-0.0192352750227079,0.0059349368719407,0.0024927352201053,0.0216585315259314,0.0010781069068572,-0.0107307218591256,-0.0090243630898213,0.0128365439564965,-0.0094135418926287,A0A512HW36,unreviewed,nitrate reductase (quinone),taxID:416568,416568.0,Aeromicrobium flavum,species,,Bacillati,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Aeromicrobium flavum,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales; Nocardioidaceae; Aeromicrobium,,,,,True,False,dnra,nirB,
1001,A0A8I0FSB3|unreviewed|Nitrate,False,-0.0699228035743524,-0.0052167403730313,-0.0120416485313879,-0.0189447370846669,0.0060845932039128,0.0023988988088894,0.022087484228365,0.0015911172057015,-0.0109746313944326,-0.0083996749824107,0.0132439978701778,-0.0099679569945712,A0A8I0FSB3,unreviewed,nitrate reductase alpha subunit,taxID:375541,375541.0,Aeromicrobium tamlense,species,,Bacillati,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Aeromicrobium tamlense,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales; Nocardioidaceae; Aeromicrobium,,,,,True,False,dnra,nirB,
1002,A0A1T4YRS8|unreviewed|Nitrate,False,-0.0695663552183522,-0.0047459622890407,-0.0125757797389425,-0.0187725305903214,0.006168715755982,0.0026744169721238,0.0218589176584594,0.0024933501182826,-0.0104888601168758,-0.0088615105015534,0.0153307642398087,-0.0100958387798654,A0A1T4YRS8,unreviewed,nitrate reductase alpha subunit,taxID:1736691,1736691.0,Aeromicrobium choanae,species,,Bacillati,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Aeromicrobium choanae,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales; Nocardioidaceae; Aeromicrobium,,,,,True,False,dnra,nirB,
1003,A0A838XER7|unreviewed|Nitrate,False,-0.0695392888922783,-0.004903603545149,-0.0124370426750236,-0.0188160853677894,0.0061806630689054,0.0026157609032618,0.0219801377965891,0.0023927349804562,-0.0100658619516933,-0.0087704410229246,0.0148139577941609,-0.0102526797201649,A0A838XER7,unreviewed,nitrate reductase alpha subunit,taxID:2754045,2754045.0,Aeromicrobium phoceense,species,,Bacillati,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Aeromicrobium phoceense,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales; Nocardioidaceae; Aeromicrobium,,,,,True,False,dnra,nirB,
1004,F5XED0|unreviewed|nitrate,False,-0.0690130793628764,-0.0054571120750983,-0.0123107051247009,-0.0187121611010543,0.0057098855551557,0.002504571256968,0.0232738429762774,0.0027938905650376,-0.0089144170823906,-0.0090869217203927,0.0141199556419597,-0.0093787673358613,F5XED0,unreviewed,nitrate reductase (quinone),taxID:1032480,1032480.0,Microlunatus phosphovorus NM-1,strain,,Bacillati,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Microlunatus,Microlunatus phosphovorus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales; Propionibacteriaceae; Microlunatus; Microlunatus phosphovorus,,,,,True,False,dnra,nirB,
1005,A0A939QSM5|unreviewed|nitrate,False,-0.0697733038119432,-0.0054115607211517,-0.011133507355898,-0.0180635396384624,0.0069838341982696,0.0026663634730725,0.022713226333336,0.0032581998942127,-0.0062563744961272,-0.0062141024998255,0.0097129469215804,-0.011203969930706,A0A939QSM5,unreviewed,nitrate reductase (quinone),taxID:2820289,2820289.0,Microbacterium stercoris,species,,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium stercoris,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Microbacterium,,,,,True,False,dnra,nirB,
1006,A0A5N0TK37|unreviewed|nitrate,False,-0.0684842735628023,-0.0054741552169442,-0.0112215615590291,-0.0185578896445158,0.0052461140582805,0.0025707442244437,0.0234030438778473,0.0033644078663612,-0.0079669316532176,-0.0066953135344652,0.0127467535642077,-0.0115327513972594,A0A5N0TK37,unreviewed,nitrate reductase (quinone),taxID:2614638,2614638.0,Microbacterium caowuchunii,species,,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium caowuchunii,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Microbacterium,,,,,False,False,neither,,
1007,A0A0M2H974|unreviewed|nitrate,False,-0.0676018954698447,-0.0054155730902423,-0.0120001999305501,-0.0184629521999702,0.0048398043411886,0.0033964925959677,0.0237722148829395,0.0032146887385714,-0.0104392220812432,-0.0066012339405706,0.0140883152247301,-0.0115475632004805,A0A0M2H974,unreviewed,nitrate reductase (quinone),taxID:69370,69370.0,Microbacterium trichothecenolyticum,species,,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium trichothecenolyticum,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Microbacterium,,,,,True,False,dnra,nirB,
1008,A0A0S9QKV4|unreviewed|nitrate,False,-0.0676018954698447,-0.0054155730902423,-0.0120001999305501,-0.0184629521999702,0.0048398043411886,0.0033964925959677,0.0237722148829395,0.0032146887385714,-0.0104392220812432,-0.0066012339405706,0.0140883152247301,-0.0115475632004805,A0A0S9QKV4,unreviewed,nitrate reductase (quinone),taxID:1736323,1736323.0,Microbacterium sp. Leaf288,species,,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. Leaf288,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Microbacterium; unclassified Microbacterium,,,,,True,False,dnra,nirB,
1009,A0A543F0T8|unreviewed|nitrate,False,-0.0686411263454,-0.0055463535228748,-0.0119614781062653,-0.0181005207313483,0.0053900577766585,0.0031488555187859,0.0232625486787628,0.0028132752980746,-0.0095057930383064,-0.0068871403590911,0.0137715037618653,-0.0111690389702128,A0A543F0T8,unreviewed,nitrate reductase (quinone),taxID:1263636,1263636.0,Microbacterium kyungheense,species,,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium kyungheense,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Microbacterium,,,,,True,False,dnra,nirB,
1010,A0A1H1WKN1|unreviewed|nitrate,False,-0.0684429997221464,-0.0049325338897807,-0.0109719226952476,-0.0182122623816773,0.006234649116095,0.0022931041610771,0.0230998987965579,0.0025002704201897,-0.0084585018721855,-0.0068484305330103,0.0128249497687429,-0.0116418431255541,A0A1H1WKN1,unreviewed,nitrate reductase (quinone),taxID:589382,589382.0,Agromyces flavus,species,,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Agromyces,Agromyces flavus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Agromyces,,,,,True,False,dnra,nirB,
1011,A0A5C1YCP9|unreviewed|nitrate,False,-0.0690008028697891,-0.0045810005898846,-0.0110065065691892,-0.0179005330548423,0.0053945338916725,0.0027067603205063,0.0229675133826337,0.0036517378828283,-0.0095678296048276,-0.0070241427761894,0.0110968225273019,-0.0126589890595999,A0A5C1YCP9,unreviewed,nitrate reductase (quinone),taxID:2592652,2592652.0,Agromyces intestinalis,species,,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Agromyces,Agromyces intestinalis,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Agromyces,,,,,True,False,dnra,nirB,
1012,A0A5S4VGZ2|unreviewed|nitrate,False,-0.0686704152267638,-0.0054178680030701,-0.0114380723645605,-0.0177802742612668,0.0059826830368965,0.0023055096338912,0.022763613944957,0.0025680406331695,-0.0083216090072237,-0.0072455154578765,0.0124465213604086,-0.0127700734531131,A0A5S4VGZ2,unreviewed,nitrate reductase (quinone),taxID:2604423,2604423.0,Agromyces mariniharenae,species,,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Agromyces,Agromyces mariniharenae,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Agromyces,,,,,True,False,dnra,nirB,
1013,A0A1I6IV88|unreviewed|nitrate,False,-0.0687944739379945,-0.0056108275283877,-0.0117296017582687,-0.0179605607477953,0.0057108463757723,0.0021984681172953,0.0229181856816943,0.0033954835173648,-0.009331797939489,-0.0073650501368256,0.0123626700281588,-0.0118054309017722,A0A1I6IV88,unreviewed,nitrate reductase (quinone),taxID:1881031,1881031.0,Agromyces sp. CF514,species,,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Agromyces,Agromyces sp. CF514,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Agromyces; unclassified Agromyces,,,,,True,False,dnra,nirB,
1014,A0A6I2F7U3|unreviewed|nitrate,False,-0.0678263937095464,-0.0052799574618451,-0.0116853302775281,-0.018239461807468,0.0054501443926676,0.003097880068408,0.0233870332521904,0.0027549514585942,-0.0087425290038342,-0.0069586886048855,0.012393675615238,-0.0125273441795572,A0A6I2F7U3,unreviewed,nitrate reductase (quinone),taxID:2662258,2662258.0,Agromyces agglutinans,species,,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Agromyces,Agromyces agglutinans,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Agromyces,,,,,True,False,dnra,nirB,
1015,A0A6I4NZP4|unreviewed|nitrate,False,-0.0699034541501838,-0.0064808029135445,-0.011106934927111,-0.0180438644578875,0.0063243785443796,0.0020071098208436,0.0230655146109334,0.0016159889561762,-0.0068203000548873,-0.0057981615437694,0.0131417247008168,-0.0103358855289179,A0A6I4NZP4,unreviewed,nitrate reductase (quinone),taxID:2662446,2662446.0,Agromyces seonyuensis,species,,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Agromyces,Agromyces seonyuensis,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Agromyces,,,,,True,False,dnra,nirB,
1016,A0A7Y9GN23|unreviewed|nitrate,False,-0.068906530317347,-0.0052742848459606,-0.011899525535969,-0.018158151654351,0.0053308740365766,0.0027833182344081,0.0229121815479424,0.0035082513683777,-0.0090447760837652,-0.0065579176850194,0.0136960974535092,-0.0116962781798912,A0A7Y9GN23,unreviewed,nitrate reductase (quinone),taxID:337480,337480.0,Microbacterium immunditiarum,species,,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium immunditiarum,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Microbacterium,,,,,True,False,dnra,nirB,
1017,A0A0M2GWU7|unreviewed|Nitrate,False,-0.0679146049930489,-0.005648105895049,-0.0104487878530704,-0.0185497296097684,0.0051701426285802,0.0016470458776328,0.0232959328898523,0.003017628451288,-0.0102123948038664,-0.0068696360346516,0.0145065128863123,-0.0104323687753444,A0A0M2GWU7,unreviewed,nitrate reductase alpha subunit,taxID:69369,69369.0,Microbacterium terrae,species,,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium terrae,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Microbacterium,,,,,True,False,dnra,nirB,
1018,A0A7D4PLD5|unreviewed|nitrate,False,-0.0703843484922733,-0.005717315988944,-0.010529493697709,-0.0179318111804086,0.0058458119393538,0.0020749788183689,0.0231935097388337,0.0030072542027864,-0.0075399217751368,-0.0064684964162781,0.0120711046503246,-0.0105949187789078,A0A7D4PLD5,unreviewed,nitrate reductase (quinone),taxID:162426,162426.0,Microbacterium hominis,species,,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium hominis,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Microbacteriaceae; Microbacterium,,,,,True,False,dnra,nirB,
1019,A0A4U0HHR0|unreviewed|Nitrate,False,-0.0685251798452472,-0.0047305419107645,-0.0132784914531028,-0.0191304957521995,0.0060335888891441,0.0029660750730716,0.0225474408358175,0.0042049947131331,-0.0112255182169577,-0.0064519592477729,0.0145964151573276,-0.0120728293570028,A0A4U0HHR0,unreviewed,nitrate reductase alpha subunit,taxID:2560052,2560052.0,Arthrobacter sp. CAU 1506,species,,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. CAU 1506,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Arthrobacter; unclassified Arthrobacter,,,,,False,False,neither,,
1020,N1V078|unreviewed|Nitrate,False,-0.0684228943578572,-0.0046105241390049,-0.0132550967610254,-0.0190851770727961,0.0056753306055583,0.0037792188022558,0.022948196419324,0.0044766819951507,-0.0102978855146146,-0.0083808755675969,0.014190352359866,-0.011656485979589,N1V078,unreviewed,nitrate reductase alpha subunit,taxID:1246476,1246476.0,Arthrobacter crystallopoietes BAB-32,strain,,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Crystallibacter,Crystallibacter crystallopoietes,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Crystallibacter; Crystallibacter crystallopoietes,,,,,True,False,dnra,nirB,
1021,A0A1H1CT80|unreviewed|Nitrate,False,-0.0687040698257852,-0.0046985726709799,-0.0126645299946552,-0.0189699217910727,0.0058607413503271,0.0033752024648322,0.0221210179675668,0.0040682403024421,-0.0107170240227289,-0.0050978497794554,0.0154127128269675,-0.0128073510406129,A0A1H1CT80,unreviewed,nitrate reductase alpha subunit,taxID:37928,37928.0,Crystallibacter crystallopoietes,species,,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Crystallibacter,Crystallibacter crystallopoietes,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Crystallibacter,,,,,True,False,dnra,nirB,
1022,A0A7Y0MBH2|unreviewed|Nitrate,False,-0.0687706211812905,-0.0046887639040461,-0.0128853077893138,-0.0189086633938089,0.0059904211857587,0.0035495100211216,0.0219730418877272,0.0043053364271377,-0.0103972533490805,-0.0051457055050962,0.015238933213175,-0.0129606966661433,A0A7Y0MBH2,unreviewed,nitrate reductase alpha subunit,taxID:2726743,2726743.0,Crystallibacter degradans,species,,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Crystallibacter,Crystallibacter degradans,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Crystallibacter,,,,,True,False,dnra,nirB,
1023,A0A221R743|unreviewed|nitrate,False,-0.0677366182311556,-0.0046465574449617,-0.013625236989148,-0.0193603709677915,0.005531382012848,0.0032896938114296,0.022888307443074,0.0043918075004325,-0.0090874055105436,-0.0097043729121429,0.0137198839951399,-0.0123922481266658,A0A221R743,unreviewed,nitrate reductase (quinone),taxID:2020377,2020377.0,Sinomonas sp. R1AF57,species,,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Sinomonas,Sinomonas sp. R1AF57,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Sinomonas; unclassified Sinomonas,,,,,True,False,dnra,nirB,
1024,A0A127A3L7|unreviewed|nitrate,False,-0.0676078845041757,-0.0046544109524572,-0.0134317764258274,-0.0196040454190309,0.0050662210277496,0.0030026351680772,0.0236217127954916,0.0042581809068302,-0.0108758326362305,-0.0111220086091986,0.0141652879853759,-0.0104267380604855,A0A127A3L7,unreviewed,nitrate reductase (quinone),taxID:37927,37927.0,Sinomonas atrocyanea,species,,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Sinomonas,Sinomonas atrocyanea,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Sinomonas,,,,,True,False,dnra,nirB,
1025,A0AB39L180|unreviewed|nitrate,False,-0.0671833268417242,-0.0044236482867337,-0.0134145583099836,-0.019652649110266,0.0052443233415316,0.003438980889036,0.024089301000976,0.0050333648285012,-0.0083670994710225,-0.0113486233659559,0.0125086696490843,-0.0110952407145812,A0AB39L180,unreviewed,nitrate reductase (quinone),taxID:3238584,3238584.0,Sinomonas puerhi,species,,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Sinomonas,Sinomonas puerhi,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Micrococcaceae; Sinomonas,,,,,True,False,dnra,nirB,
1026,A0A5C8C1E0|unreviewed|nitrate,False,-0.0693607080680123,-0.0043033166077963,-0.0122610788071634,-0.0192404232191897,0.0066581209634839,0.0029034556064196,0.0233284919072489,0.0044809297015109,-0.0083047749468024,-0.0069017107654186,0.0133453134735011,-0.0086194035640841,A0A5C8C1E0,unreviewed,nitrate reductase (quinone),taxID:1871063,1871063.0,Aeromicrobium sp.,species,,Bacillati,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Aeromicrobium sp.,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales; Nocardioidaceae; Aeromicrobium; unclassified Aeromicrobium,,,,,True,False,dnra,nirB,
1027,A0A847IB15|unreviewed|nitrate,False,-0.0699010593803656,-0.0043954888488669,-0.011840225279611,-0.0181196247050275,0.0056152708401019,0.003231270268041,0.0233153978964517,0.0046790913616676,-0.0096135054882069,-0.0083496107579691,0.0110100563959345,-0.0089746717501626,A0A847IB15,unreviewed,nitrate reductase (quinone),taxID:84139,84139.0,Gordonia sp. (in: high G+C Gram-positive bacteria),species,,Bacillati,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,Gordonia sp. (in: high G+C Gram-positive bacteria),cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Gordoniaceae; Gordonia; unclassified Gordonia (in: high G+C Gram-positive bacteria),,,,,True,False,dnra,nirB,
1028,A0A1I1M362|unreviewed|nitrate,False,-0.0694244900049214,-0.0048730561860069,-0.0118352962512584,-0.0190562385991124,0.0057553365643684,0.0029947795870953,0.0233837330682857,0.0038758634812034,-0.0077978022666155,-0.0077616654704211,0.0126533229537867,-0.0096106391658388,A0A1I1M362,unreviewed,nitrate reductase (quinone),taxID:574651,574651.0,Nocardioides terrae,species,,Bacillati,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides terrae,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales; Nocardioidaceae; Nocardioides,,,,,True,False,dnra,nirB,
1029,A0AA46TML3|unreviewed|Nitrate,False,-0.0693403399963628,-0.0043560397561291,-0.0120946857789784,-0.0186714404680228,0.0057878474665137,0.0036252121031738,0.0222105506758464,0.0036705578222414,-0.0084459912378374,-0.0086543404130765,0.0148013160429695,-0.0102433857639367,A0AA46TML3,unreviewed,nitrate reductase alpha subunit,taxID:2908642,2908642.0,Solicola gregarius,species,,Bacillati,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Solicola,Solicola gregarius,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales; Nocardioidaceae; Solicola,,,,,False,False,neither,,
1030,A0A0B2BF42|unreviewed|nitrate,False,-0.0700024971121999,-0.0046493776737604,-0.0125569023799145,-0.0184042125301958,0.0060061555976735,0.0027088246257787,0.0224658289603411,0.0048410482779063,-0.0070223967318115,-0.0083744347795539,0.0125116144480727,-0.0118843379955926,A0A0B2BF42,unreviewed,nitrate reductase (quinone),taxID:1348852,1348852.0,Mumia flava,species,,Bacillati,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Mumia,Mumia flava,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales; Nocardioidaceae; Mumia,,,,,True,False,dnra,nirB,
1031,A0A077M5D3|unreviewed|nitrate,False,-0.0703696745913616,-0.0049241256660182,-0.011274698652519,-0.0188701863536273,0.0061226718420428,0.002398552131704,0.0231271302034956,0.0033415329004872,-0.0098646467978037,-0.0056120973374622,0.0126559316303032,-0.0089193157420151,A0A077M5D3,unreviewed,nitrate reductase (quinone),taxID:1194083,1194083.0,Nostocoides japonicum T1-X7,strain,,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Nostocoides,Nostocoides japonicum,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Intrasporangiaceae; Nostocoides; Nostocoides japonicum,,,,,True,True,both,nirB,nirK
1032,A0A7W4Z3H0|unreviewed|nitrate,False,-0.0682268865498895,-0.0053029707207276,-0.0109361235716847,-0.0193580078964222,0.005529984722492,0.0028841928882461,0.0239838495657966,0.0028549222072281,-0.0082590153984356,-0.007304229508167,0.00673880808278,-0.0123832866547525,A0A7W4Z3H0,unreviewed,nitrate reductase (quinone),taxID:1036020,1036020.0,Nocardioides soli,species,,Bacillati,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides soli,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales; Nocardioidaceae; Nocardioides,,,,,False,False,neither,,
1033,A0A2S0WSA7|unreviewed|nitrate,False,-0.068332298148569,-0.0051750592737586,-0.0131984862297074,-0.0189784615673914,0.0061959649029771,0.0025704620583837,0.0227577874819722,0.0028869458994716,-0.0109171611392916,-0.0081619622683799,0.0134884355575801,-0.0129978424566288,A0A2S0WSA7,unreviewed,nitrate reductase (quinone),taxID:2079793,2079793.0,Aeromicrobium chenweiae,species,,Bacillati,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Aeromicrobium chenweiae,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales; Nocardioidaceae; Aeromicrobium,,,,,False,False,neither,,
1034,A0A4R1ALQ6|unreviewed|nitrate,False,-0.0677216612006191,-0.0041253817821098,-0.0124430395877748,-0.0190222660158663,0.0060121552271888,0.0026257412993283,0.0227109849220872,0.0038468745953492,-0.0104784282098492,-0.0093190748218328,0.015130396825007,-0.0120760021200092,A0A4R1ALQ6,unreviewed,nitrate reductase (quinone),taxID:2545468,2545468.0,Aeromicrobium sp. IC_218,species,,Bacillati,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Aeromicrobium sp. IC_218,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales; Nocardioidaceae; Aeromicrobium; unclassified Aeromicrobium,,,,,True,False,dnra,nirB,
1035,A0A2W2AVW9|unreviewed|nitrate,False,-0.0685013996620475,-0.0048550731866808,-0.0126798051193168,-0.0192028033393858,0.0056421550325384,0.0030424725256527,0.0231616070413674,0.0034757409600263,-0.008895357953352,-0.010397985703164,0.0076753888278078,-0.0127011349998551,A0A2W2AVW9,unreviewed,nitrate reductase (quinone),taxID:2670374,2670374.0,Jiangella anatolica,species,,Bacillati,Actinomycetota,Actinomycetes,Jiangellales,Jiangellaceae,Jiangella,Jiangella anatolica,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Jiangellales; Jiangellaceae; Jiangella,,,,,True,False,dnra,nirB,
